name,serial,link,title,title score,firstName,name score,origin,origin score,combo score,total score
Illusionist  of the Keep,3256,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3256,Illusionist,0.51,,0.03,Keep,0.11,335.44,336.09
Druid  of the Forest,2459,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2459,Druid,0.10,,0.03,Forest,0.51,335.44,336.09
Alchemist  of the Riviera,7376,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7376,Alchemist,0.05,,0.03,Riviera,0.56,335.44,336.08
Arcanist  of the Wild,9368,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9368,Arcanist,0.17,,0.03,Wild,0.44,335.44,336.08
Archmagus  of the Riviera,4376,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4376,Archmagus,0.01,,0.03,Riviera,0.56,335.44,336.04
Enchanter  of the Gnostics,2196,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2196,Enchanter,0.05,,0.03,Gnostics,0.51,335.44,336.03
Alchemist  of the Capital,8403,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8403,Alchemist,0.05,,0.03,Capital,0.50,335.44,336.03
Sorcerer  of the River,5284,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5284,Sorcerer,0.03,,0.03,River,0.52,335.44,336.02
Archmagus  of the Forest,6815,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6815,Archmagus,0.01,,0.03,Forest,0.51,335.44,335.99
Sage  of the Mist,8042,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8042,Sage,0.16,,0.03,Mist,0.31,335.44,335.94
Archmagus  of the Mountain,3165,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3165,Archmagus,0.01,,0.03,Mountain,0.46,335.44,335.94
Alchemist  of the Sacred Pillars,3706,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3706,Alchemist,0.05,,0.03,Sacred Pillars,0.40,335.44,335.93
Arcanist  of the Havens,5397,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5397,Arcanist,0.17,,0.03,Havens,0.26,335.44,335.91
Archmagus  of the Sacred Pillars,415,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/415,Archmagus,0.01,,0.03,Sacred Pillars,0.40,335.44,335.89
Magus  of the Sun,7775,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7775,Magus,0.05,,0.03,Sun,0.36,335.44,335.88
Alchemist  of the Havens,9657,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9657,Alchemist,0.05,,0.03,Havens,0.26,335.44,335.79
Sage  of the Hall,6249,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6249,Sage,0.16,,0.03,Hall,0.12,335.44,335.75
Alchemist  of the Cosmos,6954,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6954,Alchemist,0.05,,0.03,Cosmos,0.18,335.44,335.71
Druid  of the Marsh,8608,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8608,Druid,0.10,,0.03,Marsh,0.12,335.44,335.70
Arcanist  of the Wood,6031,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6031,Arcanist,0.17,,0.03,Wood,0.04,335.44,335.69
Magus  of the Tower,5350,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5350,Magus,0.05,,0.03,Tower,0.16,335.44,335.68
Sage  of the Wood,8046,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8046,Sage,0.16,,0.03,Wood,0.04,335.44,335.68
Archmagus  of the Grotto,9696,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9696,Archmagus,0.01,,0.03,Grotto,0.19,335.44,335.67
Alchemist  of the Mount,2050,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2050,Alchemist,0.05,,0.03,Mount,0.11,335.44,335.64
Alchemist  of the Mount,6361,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6361,Alchemist,0.05,,0.03,Mount,0.11,335.44,335.64
Artificer  of the Wood,9496,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9496,Artificer,0.12,,0.03,Wood,0.04,335.44,335.64
Alchemist  of the Keep,7723,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7723,Alchemist,0.05,,0.03,Keep,0.11,335.44,335.63
Enchanter  of the Keep,4155,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4155,Enchanter,0.05,,0.03,Keep,0.11,335.44,335.63
Sorcerer  of the Marsh,1216,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1216,Sorcerer,0.03,,0.03,Marsh,0.12,335.44,335.62
Archmagus  of the Steppe,2985,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2985,Archmagus,0.01,,0.03,Steppe,0.14,335.44,335.62
Archmagus  of the Hall,3900,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3900,Archmagus,0.01,,0.03,Hall,0.12,335.44,335.60
Archmagus  of the Hall,4464,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4464,Archmagus,0.01,,0.03,Hall,0.12,335.44,335.60
Archmagus  of the Mount,1838,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1838,Archmagus,0.01,,0.03,Mount,0.11,335.44,335.59
Archmagus  of the Valley,2415,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2415,Archmagus,0.01,,0.03,Valley,0.11,335.44,335.59
Magus  of the Wood,9916,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9916,Magus,0.05,,0.03,Wood,0.04,335.44,335.57
Archmagus  of the Wood,9887,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9887,Archmagus,0.01,,0.03,Wood,0.04,335.44,335.53
Aeromancer Squiddly of the Expanse,2649,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2649,Aeromancer,1.55,Squiddly,311.05,Expanse,20.07,0.02,332.70
Colormancer Rainman of the Realm,7377,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7377,Colormancer,289.23,Rainman,34.56,Realm,0.57,0.02,324.39
Colormancer Colorman of the Capital,847,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/847,Colormancer,289.23,Colorman,34.56,Capital,0.50,0.02,324.32
Medium Stefan of the Hall,2348,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2348,Medium,10.83,Stefan,311.05,Hall,0.12,0.02,322.03
Aeromancer Prisma of the Woodlands,5355,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5355,Aeromancer,1.55,Prisma,311.05,Woodlands,8.30,0.02,320.92
Philosopher Nietzsche of the Mountain,24,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/24,,0.03,Philosopher Nietzsche,311.05,Mountain,0.46,7.16,318.70
Spellsinger Charlie of the Fey,6908,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6908,Spellsinger,2.89,Charlie,311.05,Fey,1.59,0.02,315.56
Bard Jinx of the Mount,5844,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5844,Bard,3.32,Jinx,311.05,Mount,0.11,0.02,314.51
Battlemage Drako of the Obelisk,3930,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3930,Battlemage,2.19,Drako,311.05,Obelisk,1.19,0.02,314.45
Hedge Wizard Dotta of the Carnival,6044,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6044,Hedge Wizard,0.08,Dotta,311.05,Carnival,3.21,0.02,314.37
Alchemist Ulthar of the Carnival,977,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/977,Alchemist,0.05,Ulthar,311.05,Carnival,3.21,0.02,314.34
Chaos Mage Shub of the Plains,5760,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5760,Chaos Mage,2.71,Shub,311.05,Plains,0.17,0.02,313.96
Voodoo Priest Edward of the Citadel,3818,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3818,Voodoo Priest,2.32,Edward,311.05,Citadel,0.55,0.02,313.94
Diabolist Oliver of the Event Horizon,4785,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4785,Diabolist,1.67,Oliver,311.05,Event Horizon,1.19,0.02,313.93
Chaos Mage Nala of the Keep,4569,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4569,Chaos Mage,2.71,Nala,311.05,Keep,0.11,0.02,313.89
Hex Mage Chaos of the Veil,6211,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6211,Hex Mage,2.39,Chaos,311.05,Veil,0.36,0.02,313.83
Electromancer Suc'Naath of the Wood,8441,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8441,Electromancer,1.71,Suc'Naath,311.05,Wood,0.04,0.02,312.83
Hydromancer Vorvadoss of the Bastion,1038,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1038,Hydromancer,1.26,Vorvadoss,311.05,Bastion,0.41,0.02,312.74
Runecaster Fidget of the Rock,7311,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7311,Runecaster,0.75,Fidget,311.05,Rock,0.86,0.02,312.68
Wild Mage Anubis of the Field,8271,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8271,Wild Mage,1.11,Anubis,311.05,Field,0.39,0.02,312.57
Runecaster Gee of the Citadel,74,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/74,Runecaster,0.75,Gee,311.05,Citadel,0.55,0.02,312.37
Hedge Wizard Simon of the Event Horizon,6256,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6256,Hedge Wizard,0.08,Simon,311.05,Event Horizon,1.19,0.02,312.35
Archmagus Hans of the Event Horizon,7337,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7337,Archmagus,0.01,Hans,311.05,Event Horizon,1.19,0.02,312.27
Ghost Eater Virgil of the Ether,5956,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5956,Ghost Eater,0.82,Virgil,311.05,Ether,0.37,0.02,312.27
Magus Cthulu of Elysium,3766,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3766,Magus,0.05,Cthulu,311.05,Elysium,1.02,0.02,312.14
Ghost Eater Hypnos of the Valley,1596,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1596,Ghost Eater,0.82,Hypnos,311.05,Valley,0.11,0.02,312.00
Ghost Eater Oil Seed of the Wood,8734,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8734,Ghost Eater,0.82,Oil Seed,311.05,Wood,0.04,0.02,311.94
Arch-Magician Yaggdytha of the Astral Plane,2575,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2575,Arch-Magician,0.16,Yaggdytha,311.05,Astral Plane,0.69,0.02,311.93
Enchanter Alaric of the Oasis,5871,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5871,Enchanter,0.05,Alaric,311.05,Oasis,0.75,0.02,311.87
Enchanter Lobo of the Dunes,9026,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9026,Enchanter,0.05,Lobo,311.05,Dunes,0.71,0.02,311.83
Shaman C'thalpa of Arcadia,6789,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6789,Shaman,0.12,C'thalpa,311.05,Arcadia,0.63,0.02,311.82
Druid Eyolf of Arcadia,2487,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2487,Druid,0.10,Eyolf,311.05,Arcadia,0.63,0.02,311.81
Alchemist Melanzana of the Canyon,5525,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5525,Alchemist,0.05,Melanzana,311.05,Canyon,0.64,0.02,311.77
Sage Draven of the Bastion,2650,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2650,Sage,0.16,Draven,311.05,Bastion,0.41,0.02,311.65
Enchanter Ash of the Forest,71,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/71,Enchanter,0.05,Ash,311.05,Forest,0.51,0.02,311.63
Hedge Wizard Quigly of the Mountain,8852,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8852,Hedge Wizard,0.08,Quigly,311.05,Mountain,0.46,0.02,311.62
Archmagus Max of the Capital,9841,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9841,Archmagus,0.01,Max,311.05,Capital,0.50,0.02,311.59
Hedge Wizard Gorg of the Sun,5614,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5614,Hedge Wizard,0.08,Gorg,311.05,Sun,0.36,0.02,311.51
Sorcerer Harley of the Veil,3975,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3975,Sorcerer,0.03,Harley,311.05,Veil,0.36,0.02,311.47
Alchemist Gizmo of the Tower,9944,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9944,Alchemist,0.05,Gizmo,311.05,Tower,0.16,0.02,311.29
Magus Kraken of the Marsh,5668,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5668,Magus,0.05,Kraken,311.05,Marsh,0.12,0.02,311.25
Magus Diggory of the Wood,9080,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9080,Magus,0.05,Diggory,311.05,Wood,0.04,0.02,311.17
Holy Magus Providence of the Psychic Leap,3942,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3942,Holy Magus,289.23,Providence,19.44,Psychic Leap,1.54,0.02,310.24
Colormancer Hue of the Brambles,3502,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3502,Colormancer,289.23,Hue,19.44,Brambles,0.20,0.02,308.90
Holy Magus Illuminus of the Veil,6845,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6845,Holy Magus,289.23,Illuminus,12.44,Veil,0.36,0.02,302.06
Holy Magus Illuminus of the Grotto,219,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/219,Holy Magus,289.23,Illuminus,12.44,Grotto,0.19,0.02,301.89
Holy Magus Ilu of the Ice,336,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/336,Holy Magus,289.23,Ilu,6.35,Ice,1.75,0.02,297.35
Holy Magus Ilu of the Quantum Downs,7564,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7564,Holy Magus,289.23,Ilu,6.35,Quantum Downs,1.25,0.02,296.86
Holy Magus Iluzor of the Havens,2152,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2152,Holy Magus,289.23,Iluzor,6.35,Havens,0.26,0.02,295.87
Colormancer Devo of the Hall,923,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/923,Colormancer,289.23,Devo,6.35,Hall,0.12,0.02,295.72
Colormancer Devo of the Hall,6936,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6936,Colormancer,289.23,Devo,6.35,Hall,0.12,0.02,295.72
Wizard Lupa,9690,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9690,Wizard,61.61,Lupa,77.76,,0.10,41.41,180.89
Stellar Mage Shukri of the Tower,1308,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1308,Stellar Mage,162.69,Shukri,4.86,Tower,0.16,0.02,167.73
Stellar Mage Aamon of the Steppe,3446,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3446,Stellar Mage,162.69,Aamon,3.11,Steppe,0.14,0.02,165.96
Stellar Mage Devon of the Garden,6508,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6508,Stellar Mage,162.69,Devon,0.16,Garden,2.82,0.02,165.70
Stellar Mage Iris of Arcadia,2144,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2144,Stellar Mage,162.69,Iris,0.86,Arcadia,0.63,0.02,164.20
Stellar Mage Kalo of the Field,3925,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3925,Stellar Mage,162.69,Kalo,0.86,Field,0.39,0.02,163.97
Stellar Mage Bolin of the Havens,3284,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3284,Stellar Mage,162.69,Bolin,0.96,Havens,0.26,0.02,163.94
Stellar Mage Cybele of the Realm,719,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/719,Stellar Mage,162.69,Cybele,0.40,Realm,0.57,0.02,163.68
Stellar Mage Gunthor of the Ether,8240,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8240,Stellar Mage,162.69,Gunthor,0.30,Ether,0.37,0.02,163.39
Cartomancer Hue of the Garden,6382,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6382,Cartomancer,128.55,Hue,19.44,Garden,2.82,0.02,150.84
Cartomancer Patch of the Hall,5884,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5884,Cartomancer,128.55,Patch,3.84,Hall,0.12,0.02,132.53
Cartomancer Jaffer of the Event Horizon,6442,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6442,Cartomancer,128.55,Jaffer,1.59,Event Horizon,1.19,0.02,131.35
Cartomancer Idris of the Veil,8815,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8815,Cartomancer,128.55,Idris,1.22,Veil,0.36,0.02,130.15
Cartomancer Sarah of the Marsh,4463,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4463,Cartomancer,128.55,Sarah,1.22,Marsh,0.12,0.02,129.91
Cartomancer Aiko of the Bastion,1049,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1049,Cartomancer,128.55,Aiko,0.30,Bastion,0.41,0.02,129.29
Cartomancer Aiko of the Heath,6922,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6922,Cartomancer,128.55,Aiko,0.30,Heath,0.26,0.02,129.14
Cartomancer Merlon of the Desert,2191,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2191,Cartomancer,128.55,Merlon,0.03,Desert,0.13,0.02,128.73
Necromancer Orange Menace,6588,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6588,Necromancer,0.65,Orange Menace,77.76,,0.10,41.41,119.92
Arcanist Shoi-Ming,5555,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5555,Arcanist,0.17,Shoi-Ming,77.76,,0.10,41.41,119.45
Solar Mage Crowley of the Inferno,9083,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9083,Solar Mage,86.05,Crowley,0.06,Inferno,7.23,0.02,93.36
Solar Mage Liliana of the Pit,740,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/740,Solar Mage,86.05,Liliana,0.96,Pit,5.02,0.02,92.06
Ice Mage Chromo of the North,7764,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7764,Ice Mage,1.55,Chromo,77.76,North,11.29,0.02,90.63
Ice Mage Elmo of the Berg,9272,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9272,Ice Mage,1.55,Elmo,77.76,Berg,11.29,0.02,90.63
Solar Mage Fire Eater of the Light,8935,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8935,Solar Mage,86.05,Fire Eater,3.11,Light,1.25,0.02,90.44
Hedge Wizard Peter of Cuckoo Land,1910,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1910,Hedge Wizard,0.08,Peter,77.76,Cuckoo Land,12.29,0.02,90.16
Fortune Teller Shoi-Ming of the Sun,4642,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4642,Fortune Teller,11.57,Shoi-Ming,77.76,Sun,0.36,0.02,89.71
Solar Mage Akron of the Desert,3026,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3026,Solar Mage,86.05,Akron,2.57,Desert,0.13,0.02,88.78
Solar Mage Jean Leon of the Keep,1825,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1825,Solar Mage,86.05,Jean Leon,1.38,Keep,0.11,0.02,87.57
Solar Mage Iris of the Hollow,1230,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1230,Solar Mage,86.05,Iris,0.86,Hollow,0.22,0.02,87.16
Solar Mage Velorina of the Plains,3018,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3018,Solar Mage,86.05,Velorina,0.86,Plains,0.17,0.02,87.11
Solar Mage Aiko of the Tower,2409,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2409,Solar Mage,86.05,Aiko,0.30,Tower,0.16,0.02,86.54
Solar Mage Ulysse of the Mount,4546,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4546,Solar Mage,86.05,Ulysse,0.17,Mount,0.11,0.02,86.36
Solar Mage Carly of the Keep,1956,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1956,Solar Mage,86.05,Carly,0.12,Keep,0.11,0.02,86.31
Alchemist Aubergine of the Woodlands,4342,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4342,Alchemist,0.05,Aubergine,77.76,Woodlands,8.30,0.02,86.14
Augurer Chromo of the Thorn,737,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/737,Augurer,3.85,Chromo,77.76,Thorn,3.52,0.02,85.16
Void Disciple Lupa of the Quantum Shadow,496,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/496,Void Disciple,1.95,Lupa,77.76,Quantum Shadow,4.28,0.02,84.02
Battlemage Kurama of the Morning Star,789,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/789,Battlemage,2.19,Kurama,77.76,Morning Star,2.32,0.02,82.29
Arcanist Hedgie from the Abyss,6979,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6979,Arcanist,0.17,Hedgie,77.76,Abyss,3.69,0.02,81.65
Bard Bumble of the Mount,6822,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6822,Bard,3.32,Bumble,77.76,Mount,0.11,0.02,81.22
Void Disciple Faustus of the Court,9924,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9924,Void Disciple,1.95,Faustus,77.76,Court,1.13,0.02,80.87
Alchemist Bumble of the Bibliotheca,7127,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7127,Alchemist,0.05,Bumble,77.76,Bibliotheca,2.82,0.02,80.66
Geomancer Stag of the Salt,3924,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3924,Geomancer,0.62,Stag,34.56,Salt,45.16,0.02,80.37
Diabolist Ghorhoth of the Astral Plane,5841,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5841,Diabolist,1.67,Ghorhoth,77.76,Astral Plane,0.69,0.02,80.15
Electromancer Fallow of the Capital,2638,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2638,Electromancer,1.71,Fallow,77.76,Capital,0.50,0.02,80.00
Necromancer Billy in the Shadows,6761,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6761,Necromancer,0.65,Billy,77.76,Shadows,1.49,0.02,79.93
Sage Vatar of the Psychic Leap,1183,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1183,Sage,0.16,Vatar,77.76,Psychic Leap,1.54,0.02,79.49
Hedge Wizard Peter of the Fey,446,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/446,Hedge Wizard,0.08,Peter,77.76,Fey,1.59,0.02,79.46
Summoner Hydra of the Brambles,5413,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5413,Summoner,1.31,Hydra,77.76,Brambles,0.20,0.02,79.30
Summoner Shabbith-Ka of the Tower,8844,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8844,Summoner,1.31,Shabbith-Ka,77.76,Tower,0.16,0.02,79.26
Necromancer Billy of the Astral Plane,1207,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1207,Necromancer,0.65,Billy,77.76,Astral Plane,0.69,0.02,79.12
Arch-Magician Pus Mother of Avalon,2499,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2499,Arch-Magician,0.16,Pus Mother,77.76,Avalon,1.16,0.02,79.10
Mystic Elmo of the Oasis,5479,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5479,Mystic,0.48,Elmo,77.76,Oasis,0.75,0.02,79.02
