name,serial,title,title score,firstName,name score,location,location score,length score,combo score,total score
Ghost Eater Eden,260,Ghost Eater,1.50,Eden,0.27,,0.29,19.16,15.25,36.47
Mystic Shivra,7341,Mystic,1.15,Shivra,0.62,,0.29,19.16,15.25,36.47
Ghost Eater Ixar,2469,Ghost Eater,1.50,Ixar,0.27,,0.29,19.16,15.25,36.47
Conjurer Milo,8481,Conjurer,1.49,Milo,0.28,,0.29,19.16,15.25,36.46
Artificer Quddus,2572,Artificer,0.58,Quddus,1.17,,0.29,19.16,15.25,36.44
Runecaster Aldus,7724,Runecaster,1.44,Aldus,0.29,,0.29,19.16,15.25,36.42
Witch Velorina,4282,Witch,0.61,Velorina,1.11,,0.29,19.16,15.25,36.42
Charmer Circe,7940,Charmer,1.20,Circe,0.50,,0.29,19.16,15.25,36.40
Alchemist Nadeem,3955,Alchemist,0.38,Nadeem,1.32,,0.29,19.16,15.25,36.39
Alchemist Woomba,5017,Alchemist,0.38,Woomba,1.32,,0.29,19.16,15.25,36.39
Artificer Velorina,5969,Artificer,0.58,Velorina,1.11,,0.29,19.16,15.25,36.38
Hedge Wizard Ramiz,8034,Hedge Wizard,0.47,Ramiz,1.17,,0.29,19.16,15.25,36.34
Geomancer Hagar,180,Geomancer,1.31,Hagar,0.31,,0.29,19.16,15.25,36.31
Alchemist Zelda,2295,Alchemist,0.38,Zelda,1.17,,0.29,19.16,15.25,36.25
Illusionist Uvlius,2760,Illusionist,1.19,Uvlius,0.32,,0.29,19.16,15.25,36.20
Pyromancer Lamia,840,Pyromancer,1.02,Lamia,0.46,,0.29,19.16,15.25,36.17
Sorcerer Jasper,6193,Sorcerer,0.30,Jasper,1.17,,0.29,19.16,15.25,36.16
Pyromancer Zaros,7726,Pyromancer,1.02,Zaros,0.44,,0.29,19.16,15.25,36.15
Pyromancer Isaac,5592,Pyromancer,1.02,Isaac,0.39,,0.29,19.16,15.25,36.10
Mystic Angus,7967,Mystic,1.15,Angus,0.21,,0.29,19.16,15.25,36.06
Arcanist Gunthor,324,Arcanist,0.69,Gunthor,0.66,,0.29,19.16,15.25,36.04
Witch Lenora,4305,Witch,0.61,Lenora,0.70,,0.29,19.16,15.25,36.01
Adept Robert,7950,Adept,0.84,Robert,0.47,,0.29,19.16,15.25,36.01
Pyromancer Eden,4553,Pyromancer,1.02,Eden,0.27,,0.29,19.16,15.25,35.98
Magus Dutorn,7928,Magus,0.37,Dutorn,0.92,,0.29,19.16,15.25,35.98
Pyromancer Soya,3655,Pyromancer,1.02,Soya,0.23,,0.29,19.16,15.25,35.94
Adept Artis,1164,Adept,0.84,Artis,0.38,,0.29,19.16,15.25,35.92
Arcanist Axel,5444,Arcanist,0.69,Axel,0.53,,0.29,19.16,15.25,35.91
Battle Mage Godfrey,7205,Battle Mage,0.30,Godfrey,0.92,,0.29,19.16,15.25,35.91
Arcanist Magnus,6191,Arcanist,0.69,Magnus,0.50,,0.29,19.16,15.25,35.89
Sage Jahid,2463,Sage,0.66,Jahid,0.53,,0.29,19.16,15.25,35.88
Arch-Magician Baird,4236,Arch-Magician,0.66,Baird,0.50,,0.29,19.16,15.25,35.86
Arch-Magician Baird,7264,Arch-Magician,0.66,Baird,0.50,,0.29,19.16,15.25,35.86
Adept Aldus,5538,Adept,0.84,Aldus,0.29,,0.29,19.16,15.25,35.83
Adept Cromwell,962,Adept,0.84,Cromwell,0.27,,0.29,19.16,15.25,35.81
Druid Victoria,6315,Druid,0.54,Victoria,0.57,,0.29,19.16,15.25,35.80
Sage Carly,2051,Sage,0.66,Carly,0.42,,0.29,19.16,15.25,35.78
Adept Apollo,6828,Adept,0.84,Apollo,0.23,,0.29,19.16,15.25,35.77
Arch-Magician Artis,6743,Arch-Magician,0.66,Artis,0.38,,0.29,19.16,15.25,35.74
Hedge Wizard Blaise,9533,Hedge Wizard,0.47,Blaise,0.57,,0.29,19.16,15.25,35.73
Enchanter Aslan,4027,Enchanter,0.35,Aslan,0.66,,0.29,19.16,15.25,35.71
Sage Azahl,8977,Sage,0.66,Azahl,0.34,,0.29,19.16,15.25,35.70
Arch-Magician Ofaris,909,Arch-Magician,0.66,Ofaris,0.33,,0.29,19.16,15.25,35.69
Arch-Magician Amir,7916,Arch-Magician,0.66,Amir,0.32,,0.29,19.16,15.25,35.68
Arcanist Eden,8395,Arcanist,0.69,Eden,0.27,,0.29,19.16,15.25,35.66
Arch-Magician Aldus,6888,Arch-Magician,0.66,Aldus,0.29,,0.29,19.16,15.25,35.65
Magus Eric,5684,Magus,0.37,Eric,0.58,,0.29,19.16,15.25,35.65
Druid Allistair,8650,Druid,0.54,Allistair,0.41,,0.29,19.16,15.25,35.64
Sage Milo,3156,Sage,0.66,Milo,0.28,,0.29,19.16,15.25,35.64
Sage Eden,4184,Sage,0.66,Eden,0.27,,0.29,19.16,15.25,35.63
Arch-Magician Jerret,3465,Arch-Magician,0.66,Jerret,0.27,,0.29,19.16,15.25,35.62
Druid Ozohr,9239,Druid,0.54,Ozohr,0.37,,0.29,19.16,15.25,35.60
Alchemist Baird,2804,Alchemist,0.38,Baird,0.50,,0.29,19.16,15.25,35.58
Philosopher Nietzsche of the Mountain,24,,0.30,Philosopher Nietzsche,21.06,Mountain,0.61,7.23,6.37,35.57
Archmagus Zane,9137,Archmagus,0.16,Zane,0.70,,0.29,19.16,15.25,35.55
Enchanter Circe,1940,Enchanter,0.35,Circe,0.50,,0.29,19.16,15.25,35.55
Shaman Milo,2877,Shaman,0.57,Milo,0.28,,0.29,19.16,15.25,35.55
Battle Mage Durm,5089,Battle Mage,0.30,Durm,0.55,,0.29,19.16,15.25,35.55
Alchemist Robert,6935,Alchemist,0.38,Robert,0.47,,0.29,19.16,15.25,35.55
Holy Magus Providence of the Psychic Leap,3942,Holy Magus,28.29,Providence,5.26,Psychic Leap,1.12,0.48,0.37,35.53
Artificer Soya,9597,Artificer,0.58,Soya,0.23,,0.29,19.16,15.25,35.50
Battle Mage Baird,728,Battle Mage,0.30,Baird,0.50,,0.29,19.16,15.25,35.49
Battle Mage Goliath,5391,Battle Mage,0.30,Goliath,0.47,,0.29,19.16,15.25,35.46
Druid Soya,5498,Druid,0.54,Soya,0.23,,0.29,19.16,15.25,35.46
Artificer Lumos,2414,Artificer,0.58,Lumos,0.17,,0.29,19.16,15.25,35.44
Hedge Wizard Cromwell,5247,Hedge Wizard,0.47,Cromwell,0.27,,0.29,19.16,15.25,35.44
Archmagus Nikolas,1392,Archmagus,0.16,Nikolas,0.57,,0.29,19.16,15.25,35.42
Magus Basil,5292,Magus,0.37,Basil,0.36,,0.29,19.16,15.25,35.42
Alchemist Hagar,9713,Alchemist,0.38,Hagar,0.31,,0.29,19.16,15.25,35.39
Sorcerer Isaac,8233,Sorcerer,0.30,Isaac,0.39,,0.29,19.16,15.25,35.38
Sorcerer Ozohr,8492,Sorcerer,0.30,Ozohr,0.37,,0.29,19.16,15.25,35.36
Battle Mage Homer,2678,Battle Mage,0.30,Homer,0.36,,0.29,19.16,15.25,35.36
Archmagus Baird,6397,Archmagus,0.16,Baird,0.50,,0.29,19.16,15.25,35.35
Sorcerer Udor,2892,Sorcerer,0.30,Udor,0.33,,0.29,19.16,15.25,35.33
Sorcerer Alatar,1552,Sorcerer,0.30,Alatar,0.31,,0.29,19.16,15.25,35.31
Magus Soya,8996,Magus,0.37,Soya,0.23,,0.29,19.16,15.25,35.29
Archmagus Cairon,1883,Archmagus,0.16,Cairon,0.44,,0.29,19.16,15.25,35.29
Archmagus Oberon,3901,Archmagus,0.16,Oberon,0.43,,0.29,19.16,15.25,35.28
Sorcerer Eden,3707,Sorcerer,0.30,Eden,0.27,,0.29,19.16,15.25,35.26
Alchemist Lumos,8500,Alchemist,0.38,Lumos,0.17,,0.29,19.16,15.25,35.25
Sorcerer Apollo,2008,Sorcerer,0.30,Apollo,0.23,,0.29,19.16,15.25,35.22
Archmagus Basil,8569,Archmagus,0.16,Basil,0.36,,0.29,19.16,15.25,35.21
Archmagus Basil,9771,Archmagus,0.16,Basil,0.36,,0.29,19.16,15.25,35.21
Archmagus Ofaris,385,Archmagus,0.16,Ofaris,0.33,,0.29,19.16,15.25,35.18
Archmagus Udor,2074,Archmagus,0.16,Udor,0.33,,0.29,19.16,15.25,35.18
Archmagus Uvlius,6018,Archmagus,0.16,Uvlius,0.32,,0.29,19.16,15.25,35.17
Archmagus Solomon,2689,Archmagus,0.16,Solomon,0.31,,0.29,19.16,15.25,35.16
Enchanter Aleister,2203,Enchanter,0.35,Aleister,0.11,,0.29,19.16,15.25,35.15
Archmagus David,5622,Archmagus,0.16,David,0.30,,0.29,19.16,15.25,35.15
Archmagus Milton,101,Archmagus,0.16,Milton,0.29,,0.29,19.16,15.25,35.14
Archmagus Milton,5325,Archmagus,0.16,Milton,0.29,,0.29,19.16,15.25,35.14
Archmagus George,5250,Archmagus,0.16,George,0.27,,0.29,19.16,15.25,35.12
Archmagus Jerret,2978,Archmagus,0.16,Jerret,0.27,,0.29,19.16,15.25,35.12
Sorcerer Aleister,2083,Sorcerer,0.30,Aleister,0.11,,0.29,19.16,15.25,35.10
Archmagus Apollo,5465,Archmagus,0.16,Apollo,0.23,,0.29,19.16,15.25,35.08
Archmagus Aleister,9121,Archmagus,0.16,Aleister,0.11,,0.29,19.16,15.25,34.96
Colormancer Hue of the Brambles,3502,Colormancer,28.29,Hue,5.26,Brambles,0.40,0.48,0.37,34.81
Holy Magus Illuminus of the Veil,6845,Holy Magus,28.29,Illuminus,4.21,Veil,0.54,0.48,0.37,33.90
Holy Magus Illuminus of the Grotto,219,Holy Magus,28.29,Illuminus,4.21,Grotto,0.39,0.48,0.37,33.75
Holy Magus Ilu of the Ice,336,Holy Magus,28.29,Ilu,3.01,Ice,1.19,0.48,0.37,33.35
Holy Magus Ilu of the Quantum Downs,7564,Holy Magus,28.29,Ilu,3.01,Quantum Downs,1.01,0.48,0.37,33.16
Holy Magus Iluzor of the Havens,2152,Holy Magus,28.29,Iluzor,3.01,Havens,0.46,0.48,0.37,32.62
Colormancer Devo of the Hall,923,Colormancer,28.29,Devo,3.01,Hall,0.31,0.48,0.37,32.47
Colormancer Devo of the Hall,6936,Colormancer,28.29,Devo,3.01,Hall,0.31,0.48,0.37,32.47
Null Mage Lucifer of the Hall,2312,Null Mage,8.49,Lucifer,21.06,Hall,0.31,0.48,0.37,30.71
Adept Roy G. Biv of Death,7061,Adept,0.84,Roy G. Biv,10.53,Death,18.16,0.48,0.37,30.39
Null Mage Malcom of Death,3795,Null Mage,8.49,Malcom,1.91,Death,18.16,0.48,0.37,29.42
Ghost Eater Corky of the Technochrome,2756,Ghost Eater,1.50,Corky,2.34,Technochrome,24.22,0.48,0.37,28.91
Ghost Eater Kobold of the Technochrome,55,Ghost Eater,1.50,Kobold,1.91,Technochrome,24.22,0.48,0.37,28.49
Aeromancer Squiddly of the Expanse,2649,Aeromancer,2.07,Squiddly,21.06,Expanse,4.04,0.48,0.37,28.02
Medium Stefan of the Hall,2348,Medium,5.48,Stefan,21.06,Hall,0.31,0.48,0.37,27.70
Aeromancer Prisma of the Woodlands,5355,Aeromancer,2.07,Prisma,21.06,Woodlands,2.59,0.48,0.37,26.58
Arch-Magician Poppy of the Technochrome,9383,Arch-Magician,0.66,Poppy,0.84,Technochrome,24.22,0.48,0.37,26.58
Cartomancer Hue of the Garden,6382,Cartomancer,18.86,Hue,5.26,Garden,1.51,0.48,0.37,26.49
Spellsinger Charlie of the Fey,6908,Spellsinger,2.83,Charlie,21.06,Fey,1.14,0.48,0.37,25.88
Battlemage Drako of the Obelisk,3930,Battlemage,2.46,Drako,21.06,Obelisk,0.98,0.48,0.37,25.36
Bard Jinx of the Mount,5844,Bard,3.03,Jinx,21.06,Mount,0.30,0.48,0.37,25.25
Voodoo Priest Edward of the Citadel,3818,Voodoo Priest,2.53,Edward,21.06,Citadel,0.67,0.48,0.37,25.11
Stellar Mage Shukri of the Tower,1308,Stellar Mage,21.22,Shukri,2.63,Tower,0.36,0.48,0.37,25.06
Diabolist Oliver of the Event Horizon,4785,Diabolist,2.15,Oliver,21.06,Event Horizon,0.98,0.48,0.37,25.05
Chaos Mage Shub of the Plains,5760,Chaos Mage,2.74,Shub,21.06,Plains,0.38,0.48,0.37,25.03
Hex Mage Chaos of the Veil,6211,Hex Mage,2.57,Chaos,21.06,Veil,0.54,0.48,0.37,25.03
Chaos Mage Nala of the Keep,4569,Chaos Mage,2.74,Nala,21.06,Keep,0.30,0.48,0.37,24.95
Stellar Mage Aamon of the Steppe,3446,Stellar Mage,21.22,Aamon,2.11,Steppe,0.33,0.48,0.37,24.51
Hydromancer Vorvadoss of the Bastion,1038,Hydromancer,1.87,Vorvadoss,21.06,Bastion,0.58,0.48,0.37,24.36
Electromancer Suc'Naath of the Wood,8441,Electromancer,2.18,Suc'Naath,21.06,Wood,0.19,0.48,0.37,24.28
Wild Mage Anubis of the Field,8271,Wild Mage,1.75,Anubis,21.06,Field,0.56,0.48,0.37,24.23
Runecaster Fidget of the Rock,7311,Runecaster,1.44,Fidget,21.06,Rock,0.84,0.48,0.37,24.19
Stellar Mage Devon of the Garden,6508,Stellar Mage,21.22,Devon,0.48,Garden,1.51,0.48,0.37,24.07
Runecaster Gee of the Citadel,74,Runecaster,1.44,Gee,21.06,Citadel,0.67,0.48,0.37,24.02
Hedge Wizard Dotta of the Carnival,6044,Hedge Wizard,0.47,Dotta,21.06,Carnival,1.61,0.48,0.37,24.00
Ghost Eater Virgil of the Ether,5956,Ghost Eater,1.50,Virgil,21.06,Ether,0.55,0.48,0.37,23.97
Alchemist Ulthar of the Carnival,977,Alchemist,0.38,Ulthar,21.06,Carnival,1.61,0.48,0.37,23.91
Stellar Mage Iris of Arcadia,2144,Stellar Mage,21.22,Iris,1.11,Arcadia,0.71,0.48,0.37,23.89
Stellar Mage Kalo of the Field,3925,Stellar Mage,21.22,Kalo,1.11,Field,0.56,0.48,0.37,23.75
Ghost Eater Hypnos of the Valley,1596,Ghost Eater,1.50,Hypnos,21.06,Valley,0.30,0.48,0.37,23.72
Stellar Mage Bolin of the Havens,3284,Stellar Mage,21.22,Bolin,1.17,Havens,0.46,0.48,0.37,23.71
Ghost Eater Oil Seed of the Wood,8734,Ghost Eater,1.50,Oil Seed,21.06,Wood,0.19,0.48,0.37,23.61
Stellar Mage Cybele of the Realm,719,Stellar Mage,21.22,Cybele,0.75,Realm,0.68,0.48,0.37,23.51
Hedge Wizard Simon of the Event Horizon,6256,Hedge Wizard,0.47,Simon,21.06,Event Horizon,0.98,0.48,0.37,23.37
Arch-Magician Yaggdytha of the Astral Plane,2575,Arch-Magician,0.66,Yaggdytha,21.06,Astral Plane,0.75,0.48,0.37,23.33
Stellar Mage Gunthor of the Ether,8240,Stellar Mage,21.22,Gunthor,0.66,Ether,0.55,0.48,0.37,23.28
Shaman C'thalpa of Arcadia,6789,Shaman,0.57,C'thalpa,21.06,Arcadia,0.71,0.48,0.37,23.20
Magus Cthulu of Elysium,3766,Magus,0.37,Cthulu,21.06,Elysium,0.91,0.48,0.37,23.19
Druid Eyolf of Arcadia,2487,Druid,0.54,Eyolf,21.06,Arcadia,0.71,0.48,0.37,23.16
Sage Draven of the Bastion,2650,Sage,0.66,Draven,21.06,Bastion,0.58,0.48,0.37,23.15
Archmagus Hans of the Event Horizon,7337,Archmagus,0.16,Hans,21.06,Event Horizon,0.98,0.48,0.37,23.05
Enchanter Alaric of the Oasis,5871,Enchanter,0.35,Alaric,21.06,Oasis,0.78,0.48,0.37,23.05
Enchanter Lobo of the Dunes,9026,Enchanter,0.35,Lobo,21.06,Dunes,0.76,0.48,0.37,23.03
Alchemist Melanzana of the Canyon,5525,Alchemist,0.38,Melanzana,21.06,Canyon,0.72,0.48,0.37,23.02
Hedge Wizard Quigly of the Mountain,8852,Hedge Wizard,0.47,Quigly,21.06,Mountain,0.61,0.48,0.37,23.00
Hedge Wizard Gorg of the Sun,5614,Hedge Wizard,0.47,Gorg,21.06,Sun,0.54,0.48,0.37,22.92
Enchanter Ash of the Forest,71,Enchanter,0.35,Ash,21.06,Forest,0.64,0.48,0.37,22.91
Sorcerer Harley of the Veil,3975,Sorcerer,0.30,Harley,21.06,Veil,0.54,0.48,0.37,22.75
Archmagus Max of the Capital,9841,Archmagus,0.16,Max,21.06,Capital,0.64,0.48,0.37,22.71
Alchemist Gizmo of the Tower,9944,Alchemist,0.38,Gizmo,21.06,Tower,0.36,0.48,0.37,22.66
Magus Kraken of the Marsh,5668,Magus,0.37,Kraken,21.06,Marsh,0.31,0.48,0.37,22.59
Magus Diggory of the Wood,9080,Magus,0.37,Diggory,21.06,Wood,0.19,0.48,0.37,22.47
Cartomancer Patch of the Hall,5884,Cartomancer,18.86,Patch,2.34,Hall,0.31,0.48,0.37,22.37
Cartomancer Jaffer of the Event Horizon,6442,Cartomancer,18.86,Jaffer,1.50,Event Horizon,0.98,0.48,0.37,22.20
Cartomancer Idris of the Veil,8815,Cartomancer,18.86,Idris,1.32,Veil,0.54,0.48,0.37,21.58
Conjurer Moloch of Death,6133,Conjurer,1.49,Moloch,0.96,Death,18.16,0.48,0.37,21.46
Cartomancer Sarah of the Marsh,4463,Cartomancer,18.86,Sarah,1.32,Marsh,0.31,0.48,0.37,21.34
Shadow Mage Bathsheba of Death,6029,Shadow Mage,1.54,Bathsheba,0.46,Death,18.16,0.48,0.37,21.02
Cartomancer Aiko of the Bastion,1049,Cartomancer,18.86,Aiko,0.66,Bastion,0.58,0.48,0.37,20.95
Cartomancer Aiko of the Heath,6922,Cartomancer,18.86,Aiko,0.66,Heath,0.46,0.48,0.37,20.84
Soran of the Great Blue,1901,,0.30,Soran,0.43,Great Blue,6.05,7.23,6.37,20.38
Cartomancer Merlon of the Desert,2191,Cartomancer,18.86,Merlon,0.20,Desert,0.32,0.48,0.37,20.24
Hue of Elysium,62,,0.30,Hue,5.26,Elysium,0.91,7.23,6.37,20.07
Solar Mage Liliana of the Pit,740,Solar Mage,15.43,Liliana,1.17,Pit,2.02,0.48,0.37,19.48
Solar Mage Fire Eater of the Light,8935,Solar Mage,15.43,Fire Eater,2.11,Light,1.01,0.48,0.37,19.40
Solar Mage Crowley of the Inferno,9083,Solar Mage,15.43,Crowley,0.30,Inferno,2.42,0.48,0.37,19.01
Zelroth of the Crag,5450,,0.30,Zelroth,0.41,Crag,4.54,7.23,6.37,18.85
Iprix of the Loch,2293,,0.30,Iprix,0.40,Loch,4.54,7.23,6.37,18.84
Argus of the Expanse,9616,,0.30,Argus,0.66,Expanse,4.04,7.23,6.37,18.60
Solar Mage Akron of the Desert,3026,Solar Mage,15.43,Akron,1.91,Desert,0.32,0.48,0.37,18.53
Embrose of the Keep,2523,,0.30,Embrose,4.21,Keep,0.30,7.23,6.37,18.41
Cairon of the Expanse,7885,,0.30,Cairon,0.44,Expanse,4.04,7.23,6.37,18.38
Orpheus of the Glacier,1870,,0.30,Orpheus,0.51,Glacier,3.63,7.23,6.37,18.05
Scorch of Tartarus,8012,,0.30,Scorch,1.40,Tartarus,2.69,7.23,6.37,18.00
Solar Mage Jean Leon of the Keep,1825,Solar Mage,15.43,Jean Leon,1.40,Keep,0.30,0.48,0.37,17.99
Zaros of the Isle,705,,0.30,Zaros,0.44,Isle,3.63,7.23,6.37,17.97
Solar Mage Iris of the Hollow,1230,Solar Mage,15.43,Iris,1.11,Hollow,0.42,0.48,0.37,17.82
Solar Mage Velorina of the Plains,3018,Solar Mage,15.43,Velorina,1.11,Plains,0.38,0.48,0.37,17.77
Nikolas out of the Blizzard,7515,,0.30,Nikolas,0.57,Blizzard,3.30,7.23,6.37,17.77
Charlord of the Garden,4585,,0.30,Charlord,2.34,Garden,1.51,7.23,6.37,17.75
Fire Eater from the Abyss,7260,,0.30,Fire Eater,2.11,Abyss,1.73,7.23,6.37,17.74
Wizard Feng of the Marsh,7868,Wizard,13.06,Feng,3.51,Marsh,0.31,0.48,0.37,17.74
Fortune Teller Shoi-Ming of the Sun,4642,Fortune Teller,5.66,Shoi-Ming,10.53,Sun,0.54,0.48,0.37,17.58
Soran of Limbo,926,,0.30,Soran,0.43,Limbo,3.16,7.23,6.37,17.49
Jeldor of Limbo,8733,,0.30,Jeldor,0.38,Limbo,3.16,7.23,6.37,17.44
Devo of the Villa,6886,,0.30,Devo,3.01,Villa,0.53,7.23,6.37,17.44
Devon of the North,8956,,0.30,Devon,0.48,North,3.03,7.23,6.37,17.41
Hadrien of Cuckoo Land,6620,,0.30,Hadrien,0.27,Cuckoo Land,3.16,7.23,6.37,17.33
Solar Mage Aiko of the Tower,2409,Solar Mage,15.43,Aiko,0.66,Tower,0.36,0.48,0.37,17.30
Merlon of Limbo,4360,,0.30,Merlon,0.20,Limbo,3.16,7.23,6.37,17.26
Mina of the Brine,9829,,0.30,Mina,0.73,Brine,2.59,7.23,6.37,17.22
Zane of the Woodlands,9387,,0.30,Zane,0.70,Woodlands,2.59,7.23,6.37,17.20
Aleister of Limbo,3786,,0.30,Aleister,0.11,Limbo,3.16,7.23,6.37,17.16
Remus of the Surf,5289,,0.30,Remus,0.46,Surf,2.79,7.23,6.37,17.15
Jadis of the Cold,6482,,0.30,Jadis,0.81,Cold,2.42,7.23,6.37,17.13
Lunar Mage Rixxa of the Bastion,3957,Lunar Mage,13.06,Rixxa,2.63,Bastion,0.58,0.48,0.37,17.12
Solomon of the Swell,7142,,0.30,Solomon,0.31,Swell,2.91,7.23,6.37,17.12
Solar Mage Ulysse of the Mount,4546,Solar Mage,15.43,Ulysse,0.49,Mount,0.30,0.48,0.37,17.08
Scorch from the Abyss,8735,,0.30,Scorch,1.40,Abyss,1.73,7.23,6.37,17.03
Cairon of Tartarus,4276,,0.30,Cairon,0.44,Tartarus,2.69,7.23,6.37,17.03
Solar Mage Carly of the Keep,1956,Solar Mage,15.43,Carly,0.42,Keep,0.30,0.48,0.37,17.00
Lunar Mage Rumpleskin of the Event Horizon,8368,Lunar Mage,13.06,Rumpleskin,2.11,Event Horizon,0.98,0.48,0.37,17.00
Iprix of the Brine,571,,0.30,Iprix,0.40,Brine,2.59,7.23,6.37,16.89
Wizard Froggy of the Steppe,8954,Wizard,13.06,Froggy,2.63,Steppe,0.33,0.48,0.37,16.88
Davos of the Waste,1146,,0.30,Davos,0.46,Waste,2.51,7.23,6.37,16.86
Larissa of Alfheim,405,,0.30,Larissa,0.54,Alfheim,2.42,7.23,6.37,16.86
Wizard Uur'lok of the Mount,7428,Wizard,13.06,Uur'lok,2.63,Mount,0.30,0.48,0.37,16.85
Lunar Mage Patch of the Bastion,6294,Lunar Mage,13.06,Patch,2.34,Bastion,0.58,0.48,0.37,16.83
Davos of the Cold,2289,,0.30,Davos,0.46,Cold,2.42,7.23,6.37,16.78
Zaros out of the Void,2752,,0.30,Zaros,0.44,Void,2.42,7.23,6.37,16.76
Azahl of the Secret Fire,4595,,0.30,Azahl,0.34,Secret Fire,2.51,7.23,6.37,16.75
Merlon of the Brine,9514,,0.30,Merlon,0.20,Brine,2.59,7.23,6.37,16.69
Scorch of the Morning Star,7597,,0.30,Scorch,1.40,Morning Star,1.37,7.23,6.37,16.68
George of Alfheim,350,,0.30,George,0.27,Alfheim,2.42,7.23,6.37,16.59
Argus of the Pit,6999,,0.30,Argus,0.66,Pit,2.02,7.23,6.37,16.58
Aleister of the Waste,1315,,0.30,Aleister,0.11,Waste,2.51,7.23,6.37,16.51
Ice Mage Chromo of the North,7764,Ice Mage,2.07,Chromo,10.53,North,3.03,0.48,0.37,16.48
Ice Mage Elmo of the Berg,9272,Ice Mage,2.07,Elmo,10.53,Berg,3.03,0.48,0.37,16.48
Lunar Mage Misumi of the Wood,9126,Lunar Mage,13.06,Misumi,2.34,Wood,0.19,0.48,0.37,16.44
Iprix of the Circle,5785,,0.30,Iprix,0.40,Circle,2.14,7.23,6.37,16.44
Orpheus of the Pit,9523,,0.30,Orpheus,0.51,Pit,2.02,7.23,6.37,16.43
Silas of the Pit,2036,,0.30,Silas,0.50,Pit,2.02,7.23,6.37,16.42
Scorch of the Belfry,9850,,0.30,Scorch,1.40,Belfry,1.07,7.23,6.37,16.37
Ofaris of the Circle,7186,,0.30,Ofaris,0.33,Circle,2.14,7.23,6.37,16.37
Carly of Atlantis,4934,,0.30,Carly,0.42,Atlantis,2.02,7.23,6.37,16.34
Augurer Chromo of the Thorn,737,Augurer,3.26,Chromo,10.53,Thorn,1.69,0.48,0.37,16.34
Casper of Atlantis,5687,,0.30,Casper,0.37,Atlantis,2.02,7.23,6.37,16.29
Cassiopeia of the Carnival,4495,,0.30,Cassiopeia,0.64,Carnival,1.61,7.23,6.37,16.15
Salvatore of the Bibliotheca,9018,,0.30,Salvatore,0.70,Bibliotheca,1.51,7.23,6.37,16.12
Amir of the Quantum Shadow,3610,,0.30,Amir,0.32,Quantum Shadow,1.86,7.23,6.37,16.09
Willow of the Quantum Downs,3437,,0.30,Willow,1.17,Quantum Downs,1.01,7.23,6.37,16.08
Allistair from the Abyss,9104,,0.30,Allistair,0.41,Abyss,1.73,7.23,6.37,16.04
Soran of the Thorn,9654,,0.30,Soran,0.43,Thorn,1.69,7.23,6.37,16.02
Wizard Oiq of the Hall,1942,Wizard,13.06,Oiq,1.75,Hall,0.31,0.48,0.37,15.98
Wizard Huizhong of the Veil,5035,Wizard,13.06,Huizhong,1.50,Veil,0.54,0.48,0.37,15.96
Casper of the Thorn,8651,,0.30,Casper,0.37,Thorn,1.69,7.23,6.37,15.96
Amir from the Abyss,64,,0.30,Amir,0.32,Abyss,1.73,7.23,6.37,15.95
Wizard Peppy of the Canyon,9267,Wizard,13.06,Peppy,1.32,Canyon,0.72,0.48,0.37,15.95
Aldus of the Thorn,1983,,0.30,Aldus,0.29,Thorn,1.69,7.23,6.37,15.88
Eden of the Thorn,125,,0.30,Eden,0.27,Thorn,1.69,7.23,6.37,15.86
Jeldor from the Shadow,201,,0.30,Jeldor,0.38,Shadow,1.58,7.23,6.37,15.86
Zaros of the Garden,6989,,0.30,Zaros,0.44,Garden,1.51,7.23,6.37,15.85
Allistair of the Garden,3278,,0.30,Allistair,0.41,Garden,1.51,7.23,6.37,15.83
Alatar from the Shadow,7559,,0.30,Alatar,0.31,Shadow,1.58,7.23,6.37,15.79
Ozohr of the Garden,6595,,0.30,Ozohr,0.37,Garden,1.51,7.23,6.37,15.78
Milton from the Shadow,8557,,0.30,Milton,0.29,Shadow,1.58,7.23,6.37,15.77
Wizard Trollin of the Steppe,1682,Wizard,13.06,Trollin,1.50,Steppe,0.33,0.48,0.37,15.75
Katherine of the Oasis,1592,,0.30,Katherine,1.05,Oasis,0.78,7.23,6.37,15.74
Eden of the Garden,9918,,0.30,Eden,0.27,Garden,1.51,7.23,6.37,15.69
Salvatore of the Quantum Downs,7085,,0.30,Salvatore,0.70,Quantum Downs,1.01,7.23,6.37,15.61
Mina of the Temple,4670,,0.30,Mina,0.73,Temple,0.98,7.23,6.37,15.61
Udor of the Morning Star,4472,,0.30,Udor,0.33,Morning Star,1.37,7.23,6.37,15.61
Scorch of the Keep,506,,0.30,Scorch,1.40,Keep,0.30,7.23,6.37,15.60
Eizo of the Light,6027,,0.30,Eizo,0.68,Light,1.01,7.23,6.37,15.59
Ariadne of the Reach,6942,,0.30,Ariadne,0.88,Reach,0.80,7.23,6.37,15.58
Void Disciple Lupa of the Quantum Shadow,496,Void Disciple,2.33,Lupa,10.53,Quantum Shadow,1.86,0.48,0.37,15.57
Thana of the Belfry,4347,,0.30,Thana,0.58,Belfry,1.07,7.23,6.37,15.55
Orpheus of the Fey,893,,0.30,Orpheus,0.51,Fey,1.14,7.23,6.37,15.55
Galatea of Mu,4839,,0.30,Galatea,0.68,Mu,0.97,7.23,6.37,15.55
